day,mouse,sex,stimulus,behaviour,window_s,isolated,clearance_s,responded
Day1 no drug,M3,M,Light touch,attending,10.0,1,112.13,0
Day1 no drug,M3,M,Light touch,lickbite,10.0,1,112.13,0
Day1 no drug,M3,M,Light touch,guarding,10.0,1,112.13,1
Day1 no drug,M3,M,Light touch,escape,10.0,1,112.13,1
Day1 no drug,M3,M,Light touch,withdrawal,3.0,0,3.2,0
Day1 no drug,M3,M,Light touch,flinch,3.0,0,3.2,0
Day1 no drug,M3,M,Light touch,withdrawal,3.0,0,4.6,1
Day1 no drug,M3,M,Light touch,flinch,3.0,0,4.6,0
Day1 no drug,M3,M,Light touch,withdrawal,3.0,0,0.7,1
Day1 no drug,M3,M,Light touch,flinch,3.0,0,0.7,0
Day1 no drug,M3,M,Light touch,withdrawal,3.0,0,2.87,1
Day1 no drug,M3,M,Light touch,flinch,3.0,0,2.87,0
Day1 no drug,M3,M,Light touch,withdrawal,3.0,0,7.33,0
Day1 no drug,M3,M,Light touch,flinch,3.0,0,7.33,0
Day1 no drug,M3,M,Light touch,withdrawal,3.0,0,31.3,0
Day1 no drug,M3,M,Light touch,flinch,3.0,0,31.3,0
Day1 no drug,M3,M,Light touch,attending,10.0,1,31.3,1
Day1 no drug,M3,M,Light touch,lickbite,10.0,1,31.3,0
Day1 no drug,M3,M,Light touch,guarding,10.0,1,31.3,0
Day1 no drug,M3,M,Light touch,escape,10.0,1,31.3,0
Day1 no drug,M3,M,Light touch,withdrawal,3.0,0,6.13,1
Day1 no drug,M3,M,Light touch,flinch,3.0,0,6.13,0
Day1 no drug,M3,M,Light touch,withdrawal,3.0,0,18.4,0
Day1 no drug,M3,M,Light touch,flinch,3.0,0,18.4,0
Day1 no drug,M3,M,Light touch,attending,10.0,1,18.4,0
Day1 no drug,M3,M,Light touch,lickbite,10.0,1,18.4,0
Day1 no drug,M3,M,Light touch,guarding,10.0,1,18.4,0
Day1 no drug,M3,M,Light touch,escape,10.0,1,18.4,1
Day1 no drug,M3,M,Light touch,withdrawal,3.0,0,2.1,1
Day1 no drug,M3,M,Light touch,flinch,3.0,0,2.1,0
Day1 no drug,M3,M,Light touch,withdrawal,3.0,0,43.0,1
Day1 no drug,M3,M,Light touch,flinch,3.0,0,43.0,0
Day1 no drug,M3,M,Light touch,attending,10.0,1,43.0,0
Day1 no drug,M3,M,Light touch,lickbite,10.0,1,43.0,0
Day1 no drug,M3,M,Light touch,guarding,10.0,1,43.0,0
Day1 no drug,M3,M,Light touch,escape,10.0,1,43.0,0
Day1 no drug,M3,M,Light touch,withdrawal,3.0,0,2.2,1
Day1 no drug,M3,M,Light touch,flinch,3.0,0,2.2,0
Day1 no drug,M3,M,Light touch,withdrawal,3.0,0,2.9,1
Day1 no drug,M3,M,Light touch,flinch,3.0,0,2.9,0
Day1 no drug,M3,M,Light touch,withdrawal,3.0,0,0.6,1
Day1 no drug,M3,M,Light touch,flinch,3.0,0,0.6,1
Day1 no drug,M3,M,Light touch,withdrawal,3.0,0,1.87,1
Day1 no drug,M3,M,Light touch,flinch,3.0,0,1.87,1
Day1 no drug,M3,M,Light touch,withdrawal,3.0,0,3.47,1
Day1 no drug,M3,M,Light touch,flinch,3.0,0,3.47,1
Day1 no drug,M3,M,Light touch,withdrawal,3.0,0,120.53,1
Day1 no drug,M3,M,Light touch,flinch,3.0,0,120.53,0
Day1 no drug,M3,M,Light touch,attending,10.0,1,120.53,0
Day1 no drug,M3,M,Light touch,lickbite,10.0,1,120.53,0
Day1 no drug,M3,M,Light touch,guarding,10.0,1,120.53,0
Day1 no drug,M3,M,Light touch,escape,10.0,1,120.53,0
Day1 no drug,M3,M,Heat,withdrawal,3.0,0,0.9,1
Day1 no drug,M3,M,Heat,flinch,3.0,0,0.9,1
Day1 no drug,M3,M,Heat,withdrawal,3.0,0,1.6,1
Day1 no drug,M3,M,Heat,flinch,3.0,0,1.6,1
Day1 no drug,M3,M,Heat,withdrawal,3.0,0,1.97,1
Day1 no drug,M3,M,Heat,flinch,3.0,0,1.97,1
Day1 no drug,M3,M,Heat,withdrawal,3.0,0,83.23,1
Day1 no drug,M3,M,Heat,flinch,3.0,0,83.23,1
Day1 no drug,M3,M,Heat,attending,10.0,1,83.23,0
Day1 no drug,M3,M,Heat,lickbite,10.0,1,83.23,0
Day1 no drug,M3,M,Heat,guarding,10.0,1,83.23,1
Day1 no drug,M3,M,Heat,escape,10.0,1,83.23,1
Day1 no drug,M3,M,Heat,withdrawal,3.0,0,16.3,1
Day1 no drug,M3,M,Heat,flinch,3.0,0,16.3,1
Day1 no drug,M3,M,Heat,attending,10.0,1,16.3,0
Day1 no drug,M3,M,Heat,lickbite,10.0,1,16.3,0
Day1 no drug,M3,M,Heat,guarding,10.0,1,16.3,1
Day1 no drug,M3,M,Heat,escape,10.0,1,16.3,0
Day1 no drug,M3,M,Heat,withdrawal,3.0,0,1.13,1
Day1 no drug,M3,M,Heat,flinch,3.0,0,1.13,1
Day1 no drug,M3,M,Heat,withdrawal,3.0,0,2.53,1
Day1 no drug,M3,M,Heat,flinch,3.0,0,2.53,1
Day1 no drug,M3,M,Heat,withdrawal,3.0,0,1.03,1
Day1 no drug,M3,M,Heat,flinch,3.0,0,1.03,1
Day1 no drug,M3,M,Heat,withdrawal,3.0,0,54.0,1
Day1 no drug,M3,M,Heat,flinch,3.0,0,54.0,1
Day1 no drug,M3,M,Heat,attending,10.0,1,54.0,1
Day1 no drug,M3,M,Heat,lickbite,10.0,1,54.0,1
Day1 no drug,M3,M,Heat,guarding,10.0,1,54.0,1
Day1 no drug,M3,M,Heat,escape,10.0,1,54.0,1
Day1 no drug,M3,M,Heat,withdrawal,3.0,0,1.4,1
Day1 no drug,M3,M,Heat,flinch,3.0,0,1.4,1
Day1 no drug,M3,M,Heat,withdrawal,3.0,0,119.63,1
Day1 no drug,M3,M,Heat,flinch,3.0,0,119.63,1
Day1 no drug,M3,M,Heat,attending,10.0,1,119.63,1
Day1 no drug,M3,M,Heat,lickbite,10.0,1,119.63,0
Day1 no drug,M3,M,Heat,guarding,10.0,1,119.63,0
Day1 no drug,M3,M,Heat,escape,10.0,1,119.63,1
Day1 no drug,M3,M,Heat,withdrawal,3.0,0,1.2,1
Day1 no drug,M3,M,Heat,flinch,3.0,0,1.2,1
Day1 no drug,M3,M,Heat,withdrawal,3.0,0,1.53,1
Day1 no drug,M3,M,Heat,flinch,3.0,0,1.53,1
Day1 no drug,M3,M,Heat,withdrawal,3.0,0,0.4,1
Day1 no drug,M3,M,Heat,flinch,3.0,0,0.4,1
Day1 no drug,M3,M,Heat,withdrawal,3.0,0,0.9,1
Day1 no drug,M3,M,Heat,flinch,3.0,0,0.9,0
Day1 no drug,M3,M,Heat,withdrawal,3.0,0,2.03,1
Day1 no drug,M3,M,Heat,flinch,3.0,0,2.03,1
Day1 no drug,M3,M,Heat,withdrawal,3.0,0,2.0,1
Day1 no drug,M3,M,Heat,flinch,3.0,0,2.0,1
Day1 no drug,M3,M,Heat,withdrawal,3.0,0,1.6,1
Day1 no drug,M3,M,Heat,flinch,3.0,0,1.6,1
Day1 no drug,M3,M,Heat,withdrawal,3.0,0,1.23,1
Day1 no drug,M3,M,Heat,flinch,3.0,0,1.23,0
Day1 no drug,M3,M,Heat,withdrawal,3.0,0,999.0,1
Day1 no drug,M3,M,Heat,flinch,3.0,0,999.0,0
Day1 no drug,M3,M,Heat,attending,10.0,1,999.0,1
Day1 no drug,M3,M,Heat,lickbite,10.0,1,999.0,1
Day1 no drug,M3,M,Heat,guarding,10.0,1,999.0,0
Day1 no drug,M3,M,Heat,escape,10.0,1,999.0,1
